Year,Company,Ticker,Market Cap,Enterprise Value,Shares Outstanding,Currency,Exchange,Previous Close,Current Price,52 Week High,52 Week Low,Industry
2026,ONGC,ONGC.NS,2990000000000.0,4760000000000.0,12580279206,INR,NSI,235.96,237.84,307.5,227.65,Energy
