Year,Company,Ticker,Market Cap,Enterprise Value,Shares Outstanding,Currency,Exchange,Previous Close,Current Price,52 Week High,52 Week Low,Industry
2026,Wipro,WIPRO.NS,1740000000000.0,1510000000000.0,9891644317,INR,NSI,174,176.08,273.1,169,Information Technology
