Year,Company,Ticker,Market Cap,Enterprise Value,Shares Outstanding,Currency,Exchange,Previous Close,Current Price,52 Week High,52 Week Low,Industry
2026,TCS,TCS.NS,7570000000000.0,7290000000000.0,3618087518,INR,NSI,2068.1,2093.5,3426.1,1976.8,Information Technology
