Year,Company,Ticker,Market Cap,Enterprise Value,Shares Outstanding,Currency,Exchange,Previous Close,Current Price,52 Week High,52 Week Low,Industry
2026,Reliance,RELIANCE.NS,17600000000000.0,20900000000000.0,13532472634,INR,NSI,1303.5,1304,1611.8,1253.2,Energy
