Year,Company,Ticker,Market Cap,Enterprise Value,Shares Outstanding,Currency,Exchange,Previous Close,Current Price,52 Week High,52 Week Low,Industry
2026,HUL,HINDUNILVR.NS,5170000000000.0,5120000000000.0,2349591262,INR,NSI,2210.6,2201.2,2750,2022.5,Consumer Staples
