Year,Company,Ticker,Market Cap,Enterprise Value,Shares Outstanding,Currency,Exchange,Previous Close,Current Price,52 Week High,52 Week Low,Industry
2026,Infosys,INFY.NS,4240000000000.0,4240000000000.0,4048927919,INR,NSI,1040.9,1047.2,1728,982.4,Information Technology
