Year,Company,Ticker,Market Cap,Enterprise Value,Shares Outstanding,Currency,Exchange,Previous Close,Current Price,52 Week High,52 Week Low,Industry
2026,ICICI_Bank,ICICIBANK.NS,10100000000000.0,9830000000000.0,7172640623,INR,NSI,1400,1411.4,1500,1187.6,Financial Services
