Year,Company,Ticker,Market Cap,Enterprise Value,Shares Outstanding,Currency,Exchange,Previous Close,Current Price,52 Week High,52 Week Low,Industry
2026,Bharti_Airtel,BHARTIARTL.NS,11900000000000.0,13200000000000.0,6237547426,INR,NSI,1875,1910.4,2174.5,1740.5,Communication Services
