Year,Company,Ticker,Market Cap,Enterprise Value,Shares Outstanding,Currency,Exchange,Previous Close,Current Price,52 Week High,52 Week Low,Industry
2026,SBI,SBIN.NS,9600000000000.0,16100000000000.0,9230617586,INR,NSI,1051.6,1040,1234.7,786.55,Financial Services
