Year,Company,Ticker,Market Cap,Enterprise Value,Shares Outstanding,Currency,Exchange,Previous Close,Current Price,52 Week High,52 Week Low,Industry
2026,ITC,ITC.NS,3630000000000.0,3420000000000.0,12529468231,INR,NSI,289.9,289.95,427,275.05,Consumer Staples
