Year,Company,Ticker,Market Cap,Enterprise Value,Shares Outstanding,Currency,Exchange,Previous Close,Current Price,52 Week High,52 Week Low,Industry
2026,Maruti,MARUTI.NS,4520000000000.0,4340000000000.0,314402574,INR,NSI,14348,14366,17370,12201,Consumer Discretionary
