Date,Company,Open,High,Low,Close,Adj Close,Volume
2022-07-11,ITC,282.1341552734375,285.93768310546875,281.2193908691406,284.05999755859375,243.6586456298828,12828405
2022-07-12,ITC,282.1341552734375,284.3970031738281,280.1120300292969,281.8453063964844,241.7589111328125,14616684
2022-07-13,ITC,282.1341552734375,283.8674011230469,281.8453063964844,283.1452331542969,242.87400817871094,9634877
2022-07-14,ITC,283.3859558105469,285.35992431640625,278.42694091796875,280.06390380859375,240.23092651367188,13930984
2022-07-15,ITC,281.1712646484375,283.0970764160156,278.76397705078125,282.66375732421875,242.46099853515625,11450042
2022-07-18,ITC,284.05999755859375,285.3117980957031,282.8563537597656,284.348876953125,243.90646362304688,11751684
2022-07-19,ITC,284.05999755859375,284.63775634765625,281.8453063964844,283.6748352050781,243.32826232910156,9542292
2022-07-20,ITC,283.9637145996094,288.39312744140625,282.7119140625,287.1413269042969,246.30172729492188,16397373
2022-07-21,ITC,287.9116516113281,290.99298095703125,286.94873046875,288.4412536621094,247.41676330566406,16660697
2022-07-22,ITC,288.87457275390625,291.2818603515625,287.0450439453125,289.4041748046875,248.24273681640625,10351425
2022-07-25,ITC,287.9116516113281,291.7151794433594,287.7190856933594,289.93377685546875,248.69696044921875,11050533
2022-07-26,ITC,289.8374938964844,292.4855041503906,289.3078918457031,291.23370361328125,249.81202697753906,10114261
2022-07-27,ITC,291.6188659667969,293.68914794921875,289.45233154296875,292.87066650390625,251.2161865234375,9706094
2022-07-28,ITC,293.5928649902344,293.8817443847656,291.1855773925781,292.1966247558594,250.63803100585938,11256515
2022-07-29,ITC,293.68914794921875,294.5557861328125,290.17449951171875,291.81146240234375,250.3076171875,17584873
2022-08-01,ITC,292.7262268066406,297.3482360839844,291.859619140625,296.096435546875,253.98316955566406,16501510
2022-08-02,ITC,298.50372314453125,304.9071044921875,296.7704772949219,298.45556640625,256.00677490234375,40483892
2022-08-03,ITC,299.370361328125,299.370361328125,292.38922119140625,296.7223205566406,254.52000427246094,18376724
2022-08-04,ITC,296.577880859375,298.84075927734375,295.7594299316406,298.02227783203125,255.6350555419922,16514348
2022-08-05,ITC,298.02227783203125,300.2369689941406,297.6371154785156,299.32220458984375,256.7500915527344,10477269
2022-08-08,ITC,299.4184875488281,302.3072509765625,298.5518798828125,301.5368957519531,258.64984130859375,8627072
2022-08-10,ITC,301.5368957519531,302.4516906738281,299.2259216308594,299.6592102050781,257.0392150878906,9267241
2022-08-11,ITC,301.3924560546875,301.8257751464844,293.97802734375,294.8927917480469,252.95074462890625,11305242
2022-08-12,ITC,294.8927917480469,297.92596435546875,293.20770263671875,297.10748291015625,254.85040283203125,6669853
2022-08-16,ITC,297.10748291015625,299.9480895996094,297.10748291015625,299.0333251953125,256.50238037109375,8941455
2022-08-17,ITC,300.14068603515625,301.6332092285156,299.4666442871094,300.95916748046875,258.154296875,8283028
2022-08-18,ITC,301.3924560546875,304.2812194824219,301.0072937011719,303.9441833496094,260.7147216796875,10264507
2022-08-19,ITC,304.4256591796875,304.4256591796875,299.6592102050781,300.4295654296875,257.7000427246094,10823811
2022-08-22,ITC,299.6592102050781,305.244140625,299.4666442871094,302.74053955078125,259.6823425292969,11793184
2022-08-23,ITC,301.3443298339844,304.2812194824219,300.5258483886719,304.1849365234375,260.9212341308594,9698555
2022-08-24,ITC,304.0404968261719,307.603271484375,301.44061279296875,302.4516906738281,259.4345397949219,11783894
2022-08-25,ITC,303.7516174316406,304.6663818359375,300.0444030761719,300.7665710449219,257.9890441894531,8057930
2022-08-26,ITC,303.07757568359375,303.7034606933594,300.4295654296875,301.2961730957031,258.44329833984375,7224507
2022-08-29,ITC,298.50372314453125,303.2701416015625,297.3963623046875,301.9220886230469,258.9802551269531,11798961
2022-08-30,ITC,302.5960998535156,309.48095703125,302.5960998535156,308.6143493652344,264.72064208984375,18516092
2022-09-01,ITC,307.65142822265625,309.96240234375,304.2812194824219,305.8218688964844,262.32537841796875,13765474
2022-09-02,ITC,306.8810729980469,312.22528076171875,306.25518798828125,311.1660461425781,266.90948486328125,26750910
2022-09-05,ITC,312.94744873046875,317.3768615722656,311.7438049316406,316.6546630859375,271.617431640625,18144801
2022-09-06,ITC,317.76202392578125,317.76202392578125,314.2955322265625,315.0177307128906,270.21331787109375,12431779
2022-09-07,ITC,313.9103698730469,316.12506103515625,313.18817138671875,314.00665283203125,269.34600830078125,8397233
2022-09-08,ITC,316.7991027832031,318.33978271484375,315.354736328125,317.6657409667969,272.4847106933594,11331350
2022-09-09,ITC,318.33978271484375,320.93963623046875,317.76202392578125,318.2434997558594,272.98028564453125,9770432
2022-09-12,ITC,319.6878662109375,320.0730285644531,317.76202392578125,318.628662109375,273.3106994628906,9048240
2022-09-13,ITC,319.39898681640625,322.57659912109375,318.33978271484375,321.9988708496094,276.2015380859375,10925371
2022-09-14,ITC,318.7249450683594,326.4282531738281,318.6767883300781,322.91363525390625,276.9862365722656,12739464
2022-09-15,ITC,323.9246826171875,324.55059814453125,320.5544738769531,321.7099914550781,275.95379638671875,8742900
2022-09-16,ITC,320.0248718261719,322.1914367675781,317.47314453125,319.0138244628906,273.64105224609375,12973988
2022-09-19,ITC,316.8954162597656,324.4061584472656,316.8954162597656,323.15435791015625,277.19268798828125,14918717
2022-09-20,ITC,326.1875305175781,327.0060119628906,322.57659912109375,323.5395202636719,277.5230712890625,9892945
2022-09-21,ITC,323.5395202636719,332.3983459472656,323.0580749511719,328.3059387207031,281.611572265625,21800547
2022-09-22,ITC,328.3540954589844,335.8166809082031,328.2578125,332.25390625,284.9980163574219,25111230
2022-09-23,ITC,334.613037109375,336.5870361328125,330.5688171386719,333.5538330078125,286.1130676269531,23718397
2022-09-26,ITC,332.0613098144531,333.1205139160156,319.4471435546875,320.265625,274.7147521972656,16829922
2022-09-27,ITC,322.57659912109375,326.9578857421875,321.6136779785156,322.4321594238281,276.5732116699219,10375837
